3-D WorldRunner|Acclaim|NES-WO-USA|C-
M.C. Kids|Virgin|NES-4Q-USA|C+
M.U.L.E.|Mindscape|NES-L6-USA|C+
M.U.S.C.L.E.: Tag Team Match|Bandai|NES-MS-USA|B-
Mach Rider|Nintendo|none|C-
Mach Rider|Nintendo|NES-MR-USA|C-
Mad Max|Mindscape|NES-3M-USA|C+
Mafat Conspiracy, The|Vic Tokai|NES-M4-USA|C
Magic Darts|Romstar|NES-4R-USA|B
Magic Johnson's Fast Break|Tradewest|NES-JF-USA|C
Magic of Scheherazade, The|Culture Brain|NES-AS-USA|C-
Magician|Taxan|NES-XD-USA|A-
Mag-Max|FCI|NES-MM-USA|C-
Major League Baseball|LJN|NES-BS-USA|E
Maniac Mansion|Jaleco|NES-JM-USA|C+
Mappy-Land|Taxan|NES-YD-USA|C+
Marble Madness|Milton Bradley|NES-MV-USA|C+
Mario Bros.|Nintendo|none|B-
Mario Bros.|Nintendo|NES-MA-USA|B-
Mario Is Missing!|Mindscape|NES-MQ-USA|B
Mario's Time Machine|Mindscape|NES-TM-USA|A-
Master Chu and the Drunkard Hu (blue)|Color Dreams|Unlicensed|B
Mechanized Attack|SNK|NES-A6-USA|C
Mega Man|Capcom|NES-MN-USA|B-
Mega Man 2|Capcom|NES-XR-USA|C
Mega Man 3|Capcom|NES-XU-USA|C
Mega Man 4|Capcom|NES-4V-USA|B-
Mega Man 5|Capcom|NES-MZ-USA|B
Mega Man 6|Nintendo|NES-G6-USA-1|B+
Menace Beach (black)|Color Dreams|Unlicensed|A-
Menace Beach (blue)|Color Dreams|Unlicensed|A-
Mendel Palace|Hudson|NES-6H-USA|B
Mermaids of Atlantis: The Riddle of the Magic Bubble (black)|American Video|Unlicensed|B+
Metal Fighter (blue)|Color Dreams|Unlicensed|B
Metal Gear|Ultra|NES-ME-USA|D
Metal Mech: Man & Machine|Jaleco|NES-J8-USA|B-
Metal Storm|Irem|NES-4M-USA|B+
Metroid|Nintendo|none|D
Metroid|Nintendo|NES-MT-USA|D
Metroid(yellow label)|Nintendo|NES-MT-USA-1|D
Michael Andretti's World GP|American Sammy|NES-W4-USA|B-
Mickey Mousecapade|Capcom|NES-MI-USA|C+
Mickey's Adventure in Numberland|Hi Tech|NES-NL-USA|B+
Mickey's Safari in Letterland|Hi Tech|none|B+
Micro Machines (silver)(triangle on label)|Camerica|Unlicensed|A-
Micro Machines (silver)|Camerica|Unlicensed|A-
Micro Machines (gold)|Camerica|Unlicensed|A-
Micro Machines (Aladdin Cart)|Camerica|Unlicensed|A+
Mig 29: Soviet Fighter (silver)|Camerica|Unlicensed|C+
Might & Magic: Secret of the Inner Sanctum|American Sammy|NES-MP-USA|B+
Mighty Bomb Jack|Tecmo|NES-BJ-USA|B
Mighty Final Fight|Capcom|NES-MF-USA|B+
Mike Tyson's Punch-Out!!|Nintendo|none|D
Mike Tyson's Punch-Out!!|Nintendo|NES-PT-USA|D
Millipede|HAL|NES-ML-USA|B
Milon's Secret Castle|Hudson|NES-KM-USA|C
Miracle Piano Teaching System, The|Mindscape|NES-9M-USA|A-
Mission: Impossible|Ultra|NES-U4-USA|C+
Mission Cobra (blue)|Bunch Games|Unlicensed|A-
Monopoly|Parker Brothers|NES-6B-USA|B-
Monster Party|Bandai|NES-P1-USA|B
Monster Truck Rally|INTV|NES-LU-USA|B
Monster in My Pocket|Konami|NES-1Y-USA|B+
Moon Ranger (black)|Bunch Games|Unlicensed|C
Moon Ranger (blue)|Bunch Games|Unlicensed|C
Motor City Patrol|Matchbox|NES-5M-USA|C+
Ms. Pac-Man|Namco|NES-M9-USA|A
Ms. Pac-Man (black)|Tengen|Unlicensed|B+
MTV Remote Control|Hi Tech|NES-H6-USA|C
Mutant Virus, The: Crisis in a Computer World|American Softworks|NES-6M-USA|B+
Mystery Quest|Taxan|NES-HQ-USA|C+
NARC|Acclaim|NES-NQ-USA|C
NES Open Tournament Golf|Nintendo|NES-UG-USA|B-
NES Play Action Football|Nintendo|NES-NB-USA|D
NES Play Action Football|Nintendo|NES-NB-CAN| -
NFL|LJN|NES-FN-USA|C
Nigel Mansell's World Championship Racing|Gametek|NES-NC-USA|B+
Nightmare on Elm Street, A|LJN|NES-ES-USA|B
Nightshade|Ultra|NES-8Y-USA|C+
Ninja Crusaders|American Sammy|NES-N4-USA|B
Ninja Gaiden|Tecmo|NES-NG-USA|E
Ninja Gaiden II: The Dark Sword of Chaos|Tecmo|NES-NW-USA|C-
Ninja Gaiden III: The Ancient Ship of Doom|Tecmo|NES-3N-USA|C+
Ninja Kid|Bandai|NES-NK-USA|C+
Nintendo World Cup|Nintendo|NES-XZ-USA|C-
Nobunaga's Ambition|Koei|NES-NZ-USA|C
Nobunaga's Ambition II|Koei|NES-NU-USA|B
North and South|Kemco|NES-N5-USA|B+
Operation Secret Storm (black)|Color Dreams|Unlicensed|A
Operation Wolf: Take No Prisoners|Taito|NES-OW-USA|D
ORB-3D|Hi Tech|NES-5H-USA|C
Othello|Acclaim|NES-OH-USA|C
Overlord|Virgin|none|B-
Overlord|Virgin|NES-VL-USA|B-
P.O.W.: Prisoners of War|SNK|NES-EW-USA|C
P'radikus Conflict (black)|Color Dreams|Unlicensed|B
P'radikus Conflict (blue)|Color Dreams|Unlicensed|B
Pac-Man|Namco|NES-P7-USA|A
Pac-Man|Tengen|NES-PQ-USA|B-
Pac-Man (black)|Tengen|Unlicensed|B-
Pac-Mania (black)|Tengen|Unlicensed|A
Palamedes|Hot B|NES-JI-USA|B+
Panic Restaurant|Taito|NES-PR-USA|B
Paperboy|Mindscape|NES-PY-USA|C
Paperboy 2|Mindscape|NES-Y7-USA|B
Peek-A-Boo Poker|Panesian|Unlicensed|A+
Pesterminator (black)|Color Dreams|Unlicensed|B
Pesterminator (blue)|Color Dreams|Unlicensed|B
Phantom Fighter|FCI|NES-KY-USA|C+
Pictionary|LJN|NES-P5-USA|B-
Pinball|Nintendo|none|D
Pinball|Nintendo|NES-PN-USA|D
Pinball Quest|Jaleco|NES-P9-USA|B
Pin-Bot|Nintendo|NES-IO-USA|B
Pipe Dream|Bullet Proof|NES-4P-USA|B
Pirates|Ultra|NES-8U-USA|B
Platoon|Sunsoft|NES-PU-USA|D
Pool of Radiance: Advanced Dungeons & Dragons|FCI|NES-QA-USA|B+
Popeye|Nintendo|none|B-
Popeye|Nintendo|NES-PP-USA|B-
Power Blade|Taito|NES-7T-USA|B-
Power Blade 2|Taito|NES-PB-USA|B-
Power Punch II|American Softworks|NES-P2-USA|B
Predator|Activision|NES-PL-USA|C+
Prince of Persia|Virgin|NES-PA-USA|C+
Princess Tomato in the Salad Kingdom|Hudson|NES-RT-USA|B+
Pro Sport Hockey|Jaleco|NES-S5-USA|B+
Pro Wrestling|Nintendo|none|D
Pro Wrestling|Nintendo|NES-PW-USA|D
Pugsley's Scavenger Hunt|Ocean|NES-FM-USA|B
Punch-Out!! (pic zoomed in)|Nintendo|NES-QP-USA|C+
Punch-Out!! (pic zoomed out)|Nintendo|NES-QP-USA-1|C+
Punisher, The|LJN|NES-6P-USA|B
Puss n Boots: Pero's Great Adventure|Electro Brain|NES-UO-USA|B-
Puzzle (black)|American Video|Unlicensed|A-
Puzznic|Taito|NES-ZP-USA|B+
Pyramid (black)|American Video|Unlicensed|A-
Q*Bert|Ultra|NES-QB-USA|B-
Qix|Taito|NES-QX-USA|A
Quattro Adventure (gold)|Camerica|Unlicensed|B+
Quattro Adventure (Aladdin Cart)|Camerica|Unlicensed|A+
Quattro Arcade (gold)|Camerica|Unlicensed|A-
Quattro Sports (gold)|Camerica|Unlicensed|B
Quattro Sports (Aladdin Cart)|Camerica|Unlicensed|A+
R.B.I. Baseball|Tengen|NES-RS-USA|C+
R.B.I. Baseball (black)|Tengen|Unlicensed|C
R.B.I. Baseball 2 (black)|Tengen|Unlicensed|C+
R.B.I. Baseball 3 (black)|Tengen|Unlicensed|B-
R.C. Pro-Am|Nintendo|NES-PM-USA|D
R.C. Pro-Am II|Tradewest|NES-R2-USA|B
Race America|Absolute|NES-RB-USA|B+
Racket Attack|Jaleco|NES-RE-USA|C-
Rad Racer|Nintendo|none|D
Rad Racer|Nintendo|NES-RC-USA|D
Rad Racer II|Square|NES-QR-USA|B-
Rad Racket: Deluxe Tennis II (black)|American Video|Unlicensed|A-
Raid 2020 (blue)|Color Dreams|Unlicensed|B
Raid on Bungeling Bay|Broderbund|NES-BU-USA|B
Rainbow Islands|Taito|NES-RL-USA|B+
Rally Bike|Romstar|NES-LI-USA|B
Rambo|Acclaim|NES-RV-USA|E
Rampage|Data East|NES-RP-USA|C+
Rampart|Jaleco|NES-73-USA|B
Ren & Stimpy Show, The: Buckaroos|T*HQ|NES-RZ-USA|B-
Renegade|Taito|NES-RG-USA|C-
Rescue: The Embassy Mission|Kemco|NES-HZ-USA|C-
Ring King|Data East|NES-RK-USA|C
River City Ransom|American Technos|NES-DN-USA|C
Road Blasters|Mindscape|NES-VE-USA|C+
Road Runner (black)|Tengen|Unlicensed|B+
Robin Hood: Prince of Thieves|Virgin|NES-7R-USA|C+
Robo Demons (blue)|Color Dreams|Unlicensed|B
Robo Warrior|Jaleco|NES-RR-USA|B
RoboCop|Data East|NES-CP-USA|C
RoboCop 2|Data East|NES-2C-USA|B-
RoboCop 3|Ocean|NES-R3-USA|B
Rock 'n' Ball|NTVIC|NES-R4-USA|B
Rocket Ranger|Kemco|NES-2R-USA|B-
Rocketeer, The|Bandai|NES-5R-USA|B-
Rockin' Kats|Atlus|NES-7A-USA|B+
Roger Clemens' MVP Baseball (end label white)|LJN|NES-6V-USA|C
Roger Clemens' MVP Baseball (end label black)|LJN|NES-6V-USA|C
Rollerball|HAL|NES-RH-USA|B
Rollerblade Racer|Hi Tech|none|B
Rollerblade Racer|Hi Tech|NES-R6-USA|B
Rollergames|Ultra|NES-U5-USA|B-
Rolling Thunder (black)|Tengen|Unlicensed|C+
Romance of the Three Kingdoms|Koei|NES-IS-USA|C
Romance of the Three Kingdoms II|Koei|NES-XL-USA|B
Roundball: 2-on-2 Challenge|Mindscape|NES-RW-USA|B-
Rush'n Attack|Konami|NES-RA-USA|D
Rygar|Tecmo|NES-RY-USA|C
S.C.A.T.: Special Cybernetic Attack Team|Natsume|NES-FV-USA|B
Secret Scout in the Temple of Demise (black)|Color Dreams|Unlicensed|A
Secret Scout in the Temple of Demise (blue)|Color Dreams|Unlicensed|A
Section Z|Capcom|NES-SZ-USA|C
Seicross|FCI|NES-SE-USA|D
Sesame Street 123(Hi Tech on right)|Hi Tech|NES-H3-USA|C+
Sesame Street 123(Hi Tech on left)|Hi Tech|NES-H3-USA-1|C+
Sesame Street ABC|Hi Tech|NES-H4-USA|C+
Sesame Street ABC & 123|Hi Tech|NES-5A-USA|B
Sesame Street Big Bird's Hide & Speak|Hi Tech|NES-4H-USA|B
Sesame Street Countdown|Hi Tech|NES-85-USA|A-
Shadow of the Ninja|Natsume|NES-JL-USA|B
Shadowgate|Kemco|NES-3S-USA|C+
Shadowgate|Kemco|NES-3S-USA-1|C+
Shatterhand|Jaleco|NES-9H-USA|B-
Shingen the Ruler|Hot B|NES-23-USA|C
Shinobi (black)|Tengen|Unlicensed|C+
Shockwave (grey)|American Game Carts|Unlicensed|B
Shooting Range (title in white)|Bandai|NES-ZS-USA|B
Shooting Range (title in lt red)|Bandai|NES-ZS-USA|B
Short Order/Egg-Splode|Nintendo|NES-OR-USA|B+
Side Pocket|Data East|NES-PK-USA|B
Silent Assault (black)|Color Dreams|Unlicensed|B
Silent Assault (blue)|Color Dreams|Unlicensed|B
Silent Service|Ultra|NES-IV-USA|C-
Silk Worm|American Sammy|NES-LK-USA|C
Silver Surfer|Arcadia|NES-VQ-USA|B
Simpsons, The: Bartman Meets Radioactive Man|Acclaim|NES-RN-USA|B+
Simpsons, The: Bart vs. the Space Mutants|Acclaim|NES-Q5-USA|D
Simpsons, The: Bart vs. the World|Acclaim|NES-Y9-USA|B-
Skate or Die|Ultra|NES-DI-USA|D
Skate or Die 2: The Search for Double Trouble|Electronic Arts|NES-E4-USA|B
Ski or Die|Ultra|NES-7S-USA|B-
Skull & Crossbones (black)|Tengen|Unlicensed|B
Sky Kid|Sunsoft|NES-SY-USA|B-
Sky Shark|Taito|NES-2S-USA|D
Slalom|Nintendo|none|B-
Smash TV|Acclaim|NES-5V-USA|C+
Snake Rattle n Roll|Nintendo|NES-RJ-USA|C+
Snake's Revenge|Ultra|NES-E2-USA|C
Snoopy's Silly Sports Spectacular!|Kemco|NES-OP-USA|B+
Snow Brothers|Capcom|NES-7L-USA|B
Soccer|Nintendo|none|D
Solar Jetman: Hunt for the Golden Warship|Tradewest|NES-LJ-USA|C
Solitaire (black)|American Video|Unlicensed|A-
Solomon's Key|Tecmo|NES-KE-USA|C+
Solstice: The Quest for the Staff of Demnos|CSG Imagesoft|NES-LX-USA|C
Space Shuttle Project|Absolute|NES-6A-USA|B+
Spelunker|Broderbund|NES-SU-USA|C+
Spider-Man: Return of the Sinister Six|LJN|NES-RX-USA|B-
Spiritual Warfare (black) v5.1|Wisdom Tree|Unlicensed|B+
Spiritual Warfare (black) v6.0|Wisdom Tree|Unlicensed|B+
Spot|Arcadia|NES-3P-USA|B-
Spy Hunter|Sunsoft|NES-HU-USA|C
Spy vs Spy (Mad Magazine)|Kemco|NES-SP-USA|B-
Sqoon|Irem|NES-SQ-USA|B+
Stack-Up|Nintendo|none|A-
Stadium Events: Family Fun Fitness|Bandai|NES-SD-USA|B
Stanley: The Search for Dr. Livingston|Electro Brain|NES-SS-USA|B
Star Force|Tecmo|NES-FO-USA|C+
Star Soldier|Taxan|NES-SO-USA|C-
Star Trek: 25th Anniversary|Ultra|NES-8Z-USA|B
Star Trek: The Next Generation|Absolute|NES-NX-USA|A-
Star Tropics|Nintendo|NES-OC-USA|C-
Star Tropics II: Zoda's Revenge|Nintendo|NES-6C-USA|B-
Star Voyager|Acclaim|NES-SV-USA|C+
Star Wars|JVC|NES-7V-USA|B
Starship Hector|Hudson|NES-HH-USA|B-
Stealth A-T-F|Activision|NES-LH-USA|C+
Stinger|Konami|NES-SR-USA|B-
Street Cop|Bandai|NES-EC-USA|A-
Street Fighter 2010: The Final Fight|Capcom|NES-YA-USA|B
Strider|Capcom|NES-HX-USA|C
Stunt Kids (silver)|Camerica|Unlicensed|A-
Sunday Funday: The Ride (black)|Wisdom Tree|Unlicensed|B+
Super C|Konami|NES-UE-USA|C
Super Cars|Electro Brain|NES-6S-USA|B+
Super Dodge Ball|Imagesoft|NES-ND-USA|C
Super Glove Ball|Mattel|NES-5L-USA|C
Super Mario Bros.|Nintendo|none|F
Super Mario Bros.|Nintendo|NES-SM-USA|F
Super Mario Bros. 2|Nintendo|NES-MW-USA|D
Super Mario Bros. 3(Bros under Ma)|Nintendo|NES-UM-USA|D
Super Mario Bros. 3(Bros under io)|Nintendo|NES-UM-USA-1|D
Super Mario Bros./Duck Hunt|Nintendo|NES-MH-USA|F
Super Mario Bros./Duck Hunt(white line)|Nintendo|NES-MH-USA|F
Super Mario Bros./DH/WC Track Meet(mario in red)|Nintendo|NES-WH-USA|C
Super Mario Bros./DH/WC Track Meet(mario in white)|Nintendo|NES-WH-USA|C
Super Pitfall|Activision|NES-PI-USA|C+
Super Spike V'Ball|Nintendo|NES-VJ-USA|C-
Super Spike V'Ball/Nintendo World Cup|Nintendo|NES-QJ-USA|B-
Super Sprint (black)|Tengen|Unlicensed|C
Super Spy Hunter|Sunsoft|NES-UY-USA|B+
Super Team Games|Nintendo|NES-UN-USA|C-
Superman|Kemco|NES-SN-USA|B+
Swamp Thing|T*HQ|NES-SW-USA|C+
Sword Master|Activision|NES-8S-USA|A-
Swords and Serpents|Acclaim|NES-WP-USA|B+
T&C Surf Designs: Wood & Water Rage|LJN|NES-TN-USA|E
T&C Surf Designs: Thrilla's Surfari|LJN|NES-TC-USA|B
Taboo: The Sixth Sense|Tradewest|NES-OO-USA|C+
Tag Team Wrestling|Data East|NES-TT-USA|C
Tagin' Dragon (blue)|Bunch Games|Unlicensed|B
Tale Spin|Capcom|NES-68-USA|B
Target Renegade|Taito|NES-NE-USA|C+
Tecmo Baseball|Tecmo|NES-TL-USA|C
Tecmo Basketball(no background on NBA logo)|Tecmo|NES-BK-USA|C+
Tecmo Basketball(white background on NBA logo)|Tecmo|NES-BK-USA-1|C+
Tecmo Bowl|Tecmo|NES-TW-USA|E
Tecmo Bowl|Tecmo|NES-TW-USA-1|E
Tecmo Cup Soccer Game|Tecmo|NES-TP-USA|B+
Tecmo Super Bowl|Tecmo|NES-4U-USA|C-
Tecmo World Wrestling|Tecmo|NES-PZ-USA|C
Teenage Mutant Ninja Turtles|Ultra|NES-U2-USA|E
Teenage Mutant Ninja Turtles II: The Arcade Game|Ultra|NES-2N-USA|D
Teenage Mutant Ninja Turtles III: The Manhattan Project|Konami|NES-T3-USA|B-
Teenage Mutant Ninja Turtles Tournament Fighters|Konami|NES-TF-USA|B+
Tennis (teal end label)|Nintendo|none|D
Tennis (green end label)|Nintendo|none|D
Tennis (green end label)|Nintendo|NES-TE-USA|D
Terminator, The|Mindscape|NES-NA-USA|B+
Terminator 2: Judgement Day|LJN|NES-62-USA|B-
Terra Cresta|Vic Tokai|NES-TQ-USA|B+
Tetris|Nintendo|NES-EI-USA|D
Tetris (black)|Tengen|Unlicensed|A-
Tetris 2|Nintendo|NES-TS-USA|B-
Three Stooges, The|Activision|NES-3T-USA|C+
Thunder & Lightning|Romstar|none|B+
Thunder & Lightning|Romstar|NES-4T-USA|B+
Thunderbirds|Activision|NES-T5-USA|C+
Thundercade|American Sammy|NES-UD-USA|C+
Tiger-Heli|Acclaim|NES-TI-USA|C+
Tiles of Fate (black)|American Video|Unlicensed|B+
Time Lord|Milton Bradley|NES-LZ-USA|C
Times of Lore|Toho|NES-5T-USA|B-
Tiny Toon Adventures|Konami|NES-NI-USA|C+
Tiny Toon Adventures 2: Trouble in Wackyland|Konami|NES-T2-USA|B+
Tiny Toon Adventures Cartoon Workshop|Konami|NES-CW-USA|B+
To The Earth|Nintendo|NES-ZE-USA|C+
Toki|Taito|NES-5J-USA|B+
Tom & Jerry|Hi Tech|NES-5Y-USA|B+
Tombs & Treasure|Infocom|NES-2T-USA|A-
Toobin' (black)|Tengen|Unlicensed|B
Top Gun|Konami|NES-TG-USA|D
Top Gun: The Second Mission|Konami|NES-OG-USA|D
Top Players Tennis, Chris Evert & Ivan Lendl in|Asmik|NES-W1-USA|C+
Total Recall|Acclaim|NES-L4-USA|D
Totally Rad|Jaleco|NES-6T-USA|B-
Touchdown Fever|SNK|NES-T7-USA|B+
Toxic Crusaders|Bandai|NES-TX-USA|B
Track & Field|Konami|NES-TR-USA|D
Track & Field II|Konami|NES-F2-USA|D
Track & Field II|Konami|NES-F2-USA-1|D
Treasure Master|American Softworks|NES-7U-USA|A-
Trog!|Acclaim|NES-4A-USA|B+
Trojan|Capcom|NES-TJ-USA|C
Trolls on Treasure Island (black)|American Video|Unlicensed|A-
Twin Cobra|American Sammy|NES-QT-USA|C+
Twin Eagle|Romstar|NES-2E-USA|C+
Ultima: Exodus|FCI|NES-UL-USA|C-
Ultima: Quest of the Avatar|FCI|NES-US-USA|B
Ultima: Warriors of Destiny|FCI|NES-UT-USA|B+
Ultimate Air Combat|Activision|NES-3Z-USA|B+
Ultimate Basketball|American Sammy|NES-UJ-USA|C
Ultimate League Soccer (black)|American Video|Unlicensed|A-
Ultimate Stuntman, The (gold)|Camerica|Unlicensed|C+
Uncanny X-Men, The|LJN|NES-XM-USA|B-
Uncharted Waters|Koei|NES-QK-USA|B-
Uninvited|Kemco|NES-UV-USA|B+
Untouchables, The|Ocean|NES-U6-USA|B-
Untouchables, The|Ocean|NES-U6-USA-1|B-
Urban Champion|Nintendo|none|D
Urban Champion|Nintendo|NES-UC-USA|D
Vegas Dream|HAL|NES-LS-USA|B
Venice Beach Volleyball (black)|American Video|Unlicensed|A-
Vice: Project Doom|American Sammy|NES-9G-USA|C+
Videomation|T*HQ|NES-V8-USA|B+
Vindicators (black)|Tengen|Unlicensed|C
Volleyball|Nintendo|none|C
Wacky Races|Atlus|NES-WE-USA|B+
Wall Street Kid|Sofel|NES-ZM-USA|B
Wally Bear and the No! Gang (black)|American Video|Unlicensed|A-
Wario's Woods|Nintendo|NES-WB-USA|B+
Wayne Gretzky Hockey (black uniform w/ helmet)|T*HQ|NES-ZY-USA-1|C+
Wayne Gretzky Hockey (white uniform no helmet)|T*HQ|NES-ZY-USA-2|C+
Wayne Gretzky Hockey (white uniform no helmet)|T*HQ|NES-ZY-USA-3|C+
Wayne's World|T*HQ|NES-Y8-USA|B
WCW World Championship Wrestling|FCI|NES-S9-USA|D
Werewolf: The Last Warrior|Data East|NES-W8-USA|C
Wheel of Fortune|Gametek|NES-WF-USA|C
Wheel of Fortune Family Edition|Gametek|NES-W3-USA-1|C
Wheel of Fortune Featuring Vanna White|Gametek|NES-Y6-USA|B
Wheel of Fortune Junior Edition|Gametek|NES-WJ-USA|C
Where in Time is Carmen Sandiego?|Konami|NES-9K-USA|B
Where's Waldo?|T*HQ|NES-6W-USA|C+
Who Framed Roger Rabbit|LJN|NES-WL-USA|B-
Whomp 'Em|Jaleco|NES-4W-USA|B
Widget|Atlus|NES-W7-USA|B
Wild Gunman|Nintendo|none|C
Willow|Capcom|NES-WI-USA|B-
Win, Lose or Draw|Hi Tech|NES-IL-USA|C
Winter Games|Acclaim|NES-WM-USA|B-
Wizardry Master's Series|Nexoft|NES-O9-USA|C+
Wizardry Master's Series II: Knight of Diamonds|Ascii|NES-32-USA|B+
Wizards & Warriors|Acclaim|NES-WW-USA|D
Wizards & Warriors II: Iron Sword|Acclaim|NES-IR-USA|D
Wizards & Warriors III|Acclaim|NES-8W-USA|C-
Wolverine|LJN|NES-9W-USA|B-
World Champ|Romstar|NES-5E-USA|B+
World Class Track Meet|Nintendo|NES-WT-USA|D
World Games|Milton Bradley|NES-WV-USA|B-
Wrath of the Black Manta|Taito|NES-WK-USA|C+
Wrecking Crew|Nintendo|none|C+
Wrecking Crew|Nintendo|NES-WR-USA|C+
WURM: Journey to the Center of the Earth|Asmik|NES-WQ-USA|B-
WWF King of the Ring|Acclaim|NES-K6-USA|B+
WWF Wrestle Mania|Acclaim|NES-HN-USA|D
WWF Wrestle Mania|Acclaim|NES-HN-USA-1|D
WWF Wrestle Mania Challenge|LJN|NES-W9-USA|C-
WWF Wrestle Mania Steel Cage Challenge|LJN|NES-WS-USA|C+
Xenophobe|Sunsoft|NES-XE-USA|B-
Xevious: The Avenger|Bandai|NES-XV-USA|C+
Xexyz|Hudson|NES-KO-USA|C+
Yo! Noid|Capcom|NES-YC-USA|C+
Yoshi|Nintendo|NES-YM-USA|C-
Yoshi's Cookie|Nintendo|NES-CH-USA|B-
Young Indiana Jones Chronicles, The|Jaleco|NES-YJ-USA|B+
Zanac|FCI|NES-ZA-USA|C+
Zelda, The Legend of (gold)|Nintendo|none|E
Zelda, The Legend of (gold)|Nintendo|NES-ZL-USA|E
Zelda, The Legend of (grey)|Nintendo|NES-ZL-USA-1|B
Zelda II, The Adventure of Link (gold)|Nintendo|NES-AL-USA|D
Zelda II, The Adventure of Link (grey)|Nintendo|NES-AL-USA-1|B
Zen: Intergalactic Ninja|Konami|NES-ZN-USA|B
Zombie Nation|Meldac|NES-51-USA|B